TimeStep,Vel,Enc1,Enc2,SteerDegCmd,SteerDegMega,Stepper,State
49,0.2,0,0,0,0,0.0,MOVING
50,0.2,0,0,0,0,0.0,APPROACHING
51,0.19333333333333308,0,0,0,0,0.0,APPROACHING
52,0.18688888888888866,0,0,0,0,0.0,APPROACHING
53,0.18065925925925902,0,0,0,0,0.0,APPROACHING
54,0.17463728395061706,0,0,0,0,0.0,APPROACHING
55,0.16881604115226317,0,0,0,0,0.0,APPROACHING
56,0.16318883978052112,0,0,0,0,0.0,APPROACHING
57,0.15774921178783707,0,0,0,0,0.0,APPROACHING
58,0.1524909047282425,0,0,0,0,0.0,APPROACHING
59,0.14740787457063442,0,0,0,0,0.0,APPROACHING
60,0.14249427875161325,0,0,0,0,0.0,APPROACHING
61,0.13774446945989283,0,0,0,0,0.0,APPROACHING
62,0.13315298714456308,0,0,0,0,0.0,APPROACHING
63,0.12871455423974432,0,0,0,0,0.0,APPROACHING
64,0.12442406909841952,0,0,0,0,0.0,APPROACHING
65,0.12027660012847224,0,0,0,0,0.0,APPROACHING
66,0.1162673801241898,0,0,0,0,0.0,APPROACHING
67,0.11239180078671679,0,0,0,0,0.0,APPROACHING
68,0.10864540742715954,0,0,0,0,0.0,APPROACHING
69,0.10502389384625421,0,0,0,0,0.0,APPROACHING
70,0.10152309738471242,0,0,0,0,0.0,APPROACHING
71,0.09813899413855531,0,0,0,0,0.0,APPROACHING
72,0.09486769433393683,0,0,0,0,0.0,APPROACHING
73,0.09170543785613891,0,0,0,0,0.0,APPROACHING
74,0.08864858992760091,0,0,0,0,0.0,APPROACHING
75,0.08569363693001425,0,0,0,0,0.0,APPROACHING
76,0.08283718236568047,0,0,0,0,0.0,APPROACHING
77,0.08007594295349113,0,0,0,0,0.0,APPROACHING
78,0.07740674485504145,0,0,0,0,0.0,APPROACHING
79,0.07482652002654004,0,0,0,0,0.0,APPROACHING
80,0.07233230269232202,0,0,0,0,0.0,APPROACHING
81,0.0699212259359113,0,0,0,0,0.0,APPROACHING
82,0.06759051840471424,0,0,0,0,0.0,APPROACHING
83,0.06533750112455709,0,0,0,0,0.0,APPROACHING
84,0.06315958442040523,0,0,0,0,0.0,APPROACHING
85,0.06105426493972507,0,0,0,0,0.0,APPROACHING
86,0.05901912277506754,0,0,0,0,0.0,APPROACHING
87,0.05705181868256526,0,0,0,0,0.0,APPROACHING
88,0.055150091393146417,0,0,0,0,0.0,APPROACHING
89,0.0533117550133749,0,0,0,0,0.0,APPROACHING
90,0.05153469651292908,0,0,0,0,0.0,APPROACHING
91,0.04981687329583144,0,0,0,0,0.0,APPROACHING
92,0.04815631085263705,0,0,0,0,0.0,APPROACHING
93,0.04655110049088251,0,0,0,0,0.0,APPROACHING
94,0.04499939714118639,0,0,0,0,0.0,APPROACHING
95,0.04349941723648021,0,0,0,0,0.0,APPROACHING
96,0.04204943666193084,0,0,0,0,0.0,APPROACHING
97,0.04064778877319983,0,0,0,0,0.0,APPROACHING
98,0.0,0,0,0,0,0.0,STOPPING
99,0.0,0,0,0,0,0.0,STOPPING
100,0.0,0,0,0,0,0.0,STOPPING
101,0.0,0,0,0,0,0.0,STEPPER_DOWN
102,0.0,0,0,0,0,0.2,STEPPER_DOWN
103,0.0,0,0,0,0,0.4,STEPPER_DOWN
104,0.0,0,0,0,0,0.6000000000000001,STEPPER_DOWN
105,0.0,0,0,0,0,0.8,STEPPER_DOWN
106,0.0,0,0,0,0,1.0,BENIH_BUKA
107,0.0,0,0,0,0,1.0,BENIH_BUKA
108,0.0,0,0,0,0,1.0,BENIH_BUKA
109,0.0,0,0,0,0,1.0,BENIH_BUKA
110,0.0,0,0,0,0,1.0,BENIH_BUKA
111,0.0,0,0,0,0,1.0,BENIH_DORONG
112,0.0,0,0,0,0,1.0,HOLDING
113,0.0,0,0,0,0,1.0,HOLDING
114,0.0,0,0,0,0,1.0,STEPPER_UP
115,0.0,0,0,0,0,0.75,STEPPER_UP
116,0.0,0,0,0,0,0.5,STEPPER_UP
117,0.0,0,0,0,0,0.2499999999999999,STEPPER_UP
118,0.0,0,0,0,0,0.0,WAITING
119,0.0,0,0,0,0,0.0,WAITING
120,0.0,0,0,0,0,0.0,MOVING
121,0.2,0,0,0,0,0.0,MOVING
122,0.2,0,0,0,0,0.0,MOVING
123,0.2,0,0,0,0,0.0,MOVING
124,0.2,0,0,0,0,0.0,MOVING
125,0.2,0,0,0,0,0.0,MOVING
126,0.2,0,0,0,0,0.0,MOVING
127,0.2,0,0,0,0,0.0,MOVING
128,0.2,0,0,0,0,0.0,MOVING
129,0.2,0,0,0,0,0.0,MOVING
130,0.2,0,0,0,0,0.0,MOVING
131,0.2,0,0,0,0,0.0,MOVING
132,0.2,0,0,0,0,0.0,MOVING
133,0.2,0,0,0,0,0.0,MOVING
134,0.2,0,0,0,0,0.0,MOVING
135,0.2,0,0,0,0,0.0,MOVING
136,0.2,0,0,0,0,0.0,MOVING
137,0.2,0,0,0,0,0.0,APPROACHING
138,0.19262619581409313,0,0,0,0,0.0,APPROACHING
139,0.1862053226202901,0,0,0,0,0.0,APPROACHING
140,0.1799984785329471,0,0,0,0,0.0,APPROACHING
141,0.1739985292485155,0,0,0,0,0.0,APPROACHING
142,0.16819857827356505,0,0,0,0,0.0,APPROACHING
143,0.1625919589977795,0,0,0,0,0.0,APPROACHING
144,0.15717222703118683,0,0,0,0,0.0,APPROACHING
145,0.15193315279681396,0,0,0,0,0.0,APPROACHING
146,0.14686871437025348,0,0,0,0,0.0,APPROACHING
147,0.14197309055791169,0,0,0,0,0.0,APPROACHING
148,0.13724065420598136,0,0,0,0,0.0,APPROACHING
149,0.13266596573244865,0,0,0,0,0.0,APPROACHING
150,0.12824376687470038,0,0,0,0,0.0,APPROACHING
151,0.12396897464554378,0,0,0,0,0.0,APPROACHING
152,0.11983667549069227,0,0,0,0,0.0,APPROACHING
153,0.11584211964100254,0,0,0,0,0.0,APPROACHING
154,0.11198071565296917,0,0,0,0,0.0,APPROACHING
155,0.10824802513120346,0,0,0,0,0.0,APPROACHING
156,0.10463975762683003,0,0,0,0,0.0,APPROACHING
157,0.10115176570593563,0,0,0,0,0.0,APPROACHING
158,0.09778004018240444,0,0,0,0,0.0,APPROACHING
159,0.09452070550965769,0,0,0,0,0.0,APPROACHING
160,0.09137001532600236,0,0,0,0,0.0,APPROACHING
161,0.08832434814846896,0,0,0,0,0.0,APPROACHING
162,0.08538020321018669,0,0,0,0,0.0,APPROACHING
163,0.08253419643651377,0,0,0,0,0.0,APPROACHING
164,0.07978305655529669,0,0,0,0,0.0,APPROACHING
165,0.07712362133678674,0,0,0,0,0.0,APPROACHING
166,0.07455283395889382,0,0,0,0,0.0,APPROACHING
167,0.07206773949359743,0,0,0,0,0.0,APPROACHING
168,0.06966548151047751,0,0,0,0,0.0,APPROACHING
169,0.06734329879346154,0,0,0,0,0.0,APPROACHING
170,0.06509852216701277,0,0,0,0,0.0,APPROACHING
171,0.06292857142811241,0,0,0,0,0.0,APPROACHING
172,0.0608309523805087,0,0,0,0,0.0,APPROACHING
173,0.058803253967825014,0,0,0,0,0.0,APPROACHING
174,0.05684314550223091,0,0,0,0,0.0,APPROACHING
175,0.054948373985489844,0,0,0,0,0.0,APPROACHING
176,0.05311676151930689,0,0,0,0,0.0,APPROACHING
177,0.05134620280199664,0,0,0,0,0.0,APPROACHING
178,0.049634662708596775,0,0,0,0,0.0,APPROACHING
179,0.04798017395164353,0,0,0,0,0.0,APPROACHING
180,0.04638083481992203,0,0,0,0,0.0,APPROACHING
181,0.044834806992591236,0,0,0,0,0.0,APPROACHING
182,0.04334031342617155,0,0,0,0,0.0,APPROACHING
183,0.041895636311965884,0,0,0,0,0.0,APPROACHING
184,0.04049911510156701,0,0,0,0,0.0,APPROACHING
185,0.0,0,0,0,0,0.0,STOPPING
186,0.0,0,0,0,0,0.0,STOPPING
187,0.0,0,0,0,0,0.0,STOPPING
188,0.0,0,0,0,0,0.0,STEPPER_DOWN
189,0.0,0,0,0,0,0.2,STEPPER_DOWN
190,0.0,0,0,0,0,0.4,STEPPER_DOWN
191,0.0,0,0,0,0,0.6000000000000001,STEPPER_DOWN
192,0.0,0,0,0,0,0.8,STEPPER_DOWN
193,0.0,0,0,0,0,1.0,BENIH_BUKA
194,0.0,0,0,0,0,1.0,BENIH_BUKA
195,0.0,0,0,0,0,1.0,BENIH_BUKA
196,0.0,0,0,0,0,1.0,BENIH_BUKA
197,0.0,0,0,0,0,1.0,BENIH_BUKA
198,0.0,0,0,0,0,1.0,BENIH_DORONG
199,0.0,0,0,0,0,1.0,HOLDING
200,0.0,0,0,0,0,1.0,HOLDING
201,0.0,0,0,0,0,1.0,STEPPER_UP
202,0.0,0,0,0,0,0.75,STEPPER_UP
203,0.0,0,0,0,0,0.5,STEPPER_UP
204,0.0,0,0,0,0,0.2499999999999999,STEPPER_UP
205,0.0,0,0,0,0,0.0,WAITING
206,0.0,0,0,0,0,0.0,WAITING
207,0.0,0,0,0,0,0.0,MOVING
208,0.2,0,0,0,0,0.0,MOVING
209,0.2,0,0,0,0,0.0,MOVING
210,0.2,0,0,0,0,0.0,MOVING
211,0.2,0,0,0,0,0.0,MOVING
212,0.2,0,0,0,0,0.0,MOVING
213,0.2,0,0,0,0,0.0,MOVING
214,0.2,0,0,0,0,0.0,MOVING
215,0.2,0,0,0,0,0.0,MOVING
216,0.2,0,0,0,0,0.0,MOVING
217,0.2,0,0,0,0,0.0,MOVING
218,0.2,0,0,0,0,0.0,MOVING
219,0.2,0,0,0,0,0.0,MOVING
220,0.2,0,0,0,0,0.0,MOVING
221,0.2,0,0,0,0,0.0,MOVING
222,0.2,0,0,0,0,0.0,MOVING
223,0.2,0,0,0,0,0.0,MOVING
224,0.2,0,0,0,0,0.0,MOVING
225,0.2,0,0,0,0,0.0,MOVING
226,0.2,0,0,0,0,0.0,MOVING
227,0.2,0,0,0,0,0.0,MOVING
228,0.2,0,0,0,0,0.0,MOVING
229,0.2,0,0,0,0,0.0,MOVING
230,0.2,0,0,0,0,0.0,MOVING
231,0.2,0,0,0,0,0.0,MOVING
232,0.2,0,0,0,0,0.0,MOVING
233,0.2,0,0,0,0,0.0,MOVING
234,0.2,0,0,0,0,0.0,MOVING
235,0.2,0,0,0,0,0.0,MOVING
236,0.2,0,0,0,0,0.0,MOVING
237,0.2,0,0,0,0,0.0,MOVING
238,0.2,0,0,0,0,0.0,MOVING
239,0.2,0,0,0,0,0.0,MOVING
240,0.2,0,0,0,0,0.0,MOVING
241,0.2,0,0,0,0,0.0,MOVING
242,0.2,0,0,0,0,0.0,MOVING
243,0.2,0,0,0,0,0.0,MOVING
244,0.2,0,0,0,0,0.0,MOVING
245,0.2,0,0,0,0,0.0,MOVING
246,0.2,0,0,0,0,0.0,MOVING
247,0.2,0,0,0,0,0.0,MOVING
248,0.2,0,0,0,0,0.0,MOVING
249,0.2,0,0,0,0,0.0,MOVING
250,0.2,0,0,0,0,0.0,MOVING
251,0.2,0,0,0,0,0.0,MOVING
252,0.2,0,0,0,0,0.0,MOVING
253,0.2,0,0,0,0,0.0,MOVING
254,0.19999620821911746,0,0,0,0,0.0,MOVING
255,0.19994855878490375,0,0,0,0,0.0,MOVING
256,0.19989297285722915,0,0,0,0,0.0,MOVING
257,0.199835153650686,0,0,0,0,0.0,MOVING
258,0.1997468079531255,0,0,0,0,0.0,MOVING
259,0.19953380310370034,0,0,0,0,0.0,MOVING
260,0.19931548468424243,0,0,0,0,0.0,MOVING
261,0.1990977734595345,0,0,0,0,0.0,MOVING
262,0.19881818686810449,0,0,0,0,0.0,MOVING
263,0.19841004595569284,0,0,0,0,0.0,MOVING
264,0.19800921045868236,0,0,0,0,0.0,MOVING
265,0.1976199207819639,0,0,0,0,0.0,MOVING
266,0.19711698676894016,0,0,1,0,0.0,MOVING
267,0.19652133425049387,0,0,1,0,0.0,MOVING
268,0.19594894757606784,0,0,1,0,0.0,MOVING
269,0.19540255020612574,0,0,1,0,0.0,MOVING
270,0.19465610478350973,0,0,1,0,0.0,MOVING
271,0.1938990153398521,0,0,1,0,0.0,MOVING
272,0.19318310321737295,0,0,2,0,0.0,MOVING
273,0.19244830348317835,0,0,2,0,0.0,MOVING
274,0.19150915361355453,0,0,2,0,0.0,MOVING
275,0.19062988671566813,0,0,2,0,0.0,MOVING
276,0.18980999684832028,0,0,2,0,0.0,MOVING
277,0.18882721475898842,0,0,3,0,0.0,MOVING
278,0.1877941617975263,0,0,3,0,0.0,MOVING
279,0.18684038132989517,0,0,3,0,0.0,MOVING
280,0.18590693617882648,0,0,3,2,0.0,MOVING
281,0.18473228214889115,0,0,4,2,0.0,MOVING
282,0.18365915295890517,0,0,4,2,0.0,MOVING
283,0.18268110195004583,0,0,4,2,0.0,MOVING
284,0.1815101016571858,0,0,4,2,0.0,MOVING
285,0.180333241797473,0,0,5,2,0.0,MOVING
286,0.17927167373523645,0,0,5,2,0.0,MOVING
287,0.17819449964573456,0,0,5,2,0.0,MOVING
288,0.17692928365921778,0,0,5,2,0.0,MOVING
289,0.17580018008608353,0,0,6,2,0.0,MOVING
290,0.1747935454185251,0,0,6,2,0.0,MOVING
291,0.1735140761434153,0,0,6,2,0.0,MOVING
292,0.17233138258230293,0,0,6,2,0.0,MOVING
293,0.17128760963332612,0,0,7,2,0.0,MOVING
294,0.17015610699152153,0,0,7,2,0.0,MOVING
295,0.16893020223322586,0,0,7,6,0.0,MOVING
296,0.16785938583945842,0,0,7,6,0.0,MOVING
297,0.16691343028671876,0,0,7,6,0.0,MOVING
298,0.16565021720626097,0,0,8,6,0.0,MOVING
299,0.16455834085962562,0,0,8,6,0.0,MOVING
300,0.16361380445853002,0,0,8,6,0.0,MOVING
301,0.16254901802446337,0,0,8,6,0.0,MOVING
302,0.16143669689025147,0,0,9,6,0.0,MOVING
303,0.16048376645636733,0,0,9,6,0.0,MOVING
304,0.15966733599821709,0,0,9,6,0.0,MOVING
305,0.15853175572098976,0,0,9,6,0.0,MOVING
306,0.1575666543882675,0,0,9,6,0.0,MOVING
307,0.1567472097714073,0,0,9,6,0.0,MOVING
308,0.15588718285354322,0,0,10,6,0.0,MOVING
309,0.15490028002378115,0,0,10,6,0.0,MOVING
310,0.15406994491883422,0,0,10,6,0.0,MOVING
311,0.15337162201678498,0,0,10,9,0.0,MOVING
312,0.15251404404575342,0,0,10,9,0.0,MOVING
313,0.1516598732303489,0,0,10,9,0.0,MOVING
314,0.1509474231825062,0,0,11,9,0.0,MOVING
315,0.1503545336583587,0,0,11,9,0.0,MOVING
316,0.14954406251824046,0,0,11,9,0.0,MOVING
317,0.1488018025936359,0,0,11,9,0.0,MOVING
318,0.1481884988130005,0,0,11,9,0.0,MOVING
319,0.1476840771295612,0,0,11,9,0.0,MOVING
320,0.1469614222457105,0,0,11,9,0.0,MOVING
321,0.14630958274587047,0,0,11,9,0.0,MOVING
322,0.1457763857433196,0,0,11,9,0.0,MOVING
323,0.14534341555521282,0,0,12,9,0.0,MOVING
324,0.14474589524842643,0,0,12,9,0.0,MOVING
325,0.14416333734933265,0,0,12,9,0.0,MOVING
326,0.1436916901434211,0,0,12,9,0.0,MOVING
327,0.14331371418553704,0,0,12,12,0.0,MOVING
328,0.14287652385881403,0,0,12,12,0.0,MOVING
329,0.14234276743883378,0,0,12,12,0.0,MOVING
330,0.14191482401137692,0,0,12,12,0.0,MOVING
331,0.14157611494390485,0,0,12,12,0.0,MOVING
332,0.1413138021257522,0,0,12,12,0.0,MOVING
333,0.1408297533799848,0,0,12,12,0.0,MOVING
334,0.14042817613372624,0,0,12,12,0.0,MOVING
335,0.1401135661795026,0,0,13,12,0.0,MOVING
336,0.13987322650483952,0,0,13,12,0.0,MOVING
337,0.1396138506235338,0,0,13,12,0.0,MOVING
338,0.13922105324440284,0,0,13,12,0.0,MOVING
339,0.13891531589998604,0,0,13,12,0.0,MOVING
340,0.13868360532633744,0,0,13,12,0.0,MOVING
341,0.13851574992193366,0,0,13,12,0.0,MOVING
342,0.13828628608028612,0,0,13,12,0.0,MOVING
343,0.13797349483228563,0,0,13,13,0.0,MOVING
344,0.13773663100875275,0,0,13,13,0.0,MOVING
345,0.13756489238496786,0,0,13,13,0.0,MOVING
346,0.13744976925402397,0,0,13,13,0.0,MOVING
347,0.13733965131777678,0,0,13,13,0.0,MOVING
348,0.13720908156543807,0,0,13,13,0.0,MOVING
349,0.1371301870781014,0,0,13,13,0.0,MOVING
350,0.13709706354049025,0,0,13,13,0.0,MOVING
351,0.13710489021879133,0,0,13,13,0.0,MOVING
352,0.13714968975292438,0,0,13,13,0.0,MOVING
353,0.13722815062719582,0,0,13,13,0.0,MOVING
354,0.13733749366081113,0,0,13,13,0.0,MOVING
355,0.1374753700409216,0,0,13,13,0.0,MOVING
356,0.1376397823627979,0,0,13,13,0.0,MOVING
357,0.1378290227193136,0,0,13,13,0.0,MOVING
358,0.13804162360536684,0,0,13,13,0.0,MOVING
359,0.13827631857845377,0,0,13,13,0.0,MOVING
360,0.13853201043303873,0,0,13,13,0.0,MOVING
361,0.13880774522271608,0,0,13,13,0.0,MOVING
362,0.13910269087708632,0,0,13,13,0.0,MOVING
363,0.1394161194601897,0,0,13,13,0.0,MOVING
364,0.13974739233789488,0,0,13,13,0.0,MOVING
365,0.14009594768572176,0,0,13,13,0.0,MOVING
366,0.14046128989195297,0,0,12,13,0.0,MOVING
367,0.14084298050457644,0,0,12,13,0.0,MOVING
368,0.14124063044241464,0,0,12,13,0.0,MOVING
369,0.1416538932463204,0,0,12,13,0.0,MOVING
370,0.14208245918959933,0,0,12,13,0.0,MOVING
371,0.14252605010083164,0,0,12,13,0.0,MOVING
372,0.14298441477918214,0,0,12,13,0.0,MOVING
373,0.14345732490375904,0,0,12,13,0.0,MOVING
374,0.14394457135582195,0,0,12,13,0.0,MOVING
375,0.1444459608865887,0,0,12,12,0.0,MOVING
376,0.14496131307475663,0,0,12,12,0.0,MOVING
377,0.14549045752718565,0,0,12,12,0.0,MOVING
378,0.14603323128391346,0,0,11,12,0.0,MOVING
379,0.14658947639511719,0,0,11,12,0.0,MOVING
380,0.1471590376430641,0,0,11,12,0.0,MOVING
381,0.14774176038670525,0,0,11,12,0.0,MOVING
382,0.14833748851053338,0,0,11,12,0.0,MOVING
383,0.14894606246276867,0,0,11,12,0.0,MOVING
384,0.14956731737096127,0,0,11,12,0.0,MOVING
385,0.150201081225792,0,0,11,12,0.0,MOVING
386,0.1508471731262742,0,0,11,12,0.0,MOVING
387,0.15150540158175854,0,0,10,12,0.0,MOVING
388,0.15217556286817058,0,0,10,12,0.0,MOVING
389,0.15285743943778257,0,0,10,12,0.0,MOVING
390,0.15355079838357222,0,0,10,12,0.0,MOVING
391,0.154255389960856,0,0,10,10,0.0,MOVING
392,0.1549709461704222,0,0,10,10,0.0,MOVING
393,0.15569717940882208,0,0,10,10,0.0,MOVING
394,0.15643378119280998,0,0,9,10,0.0,MOVING
395,0.15718042096615137,0,0,9,10,0.0,MOVING
396,0.1579367449981201,0,0,9,10,0.0,MOVING
397,0.15870237538398446,0,0,9,10,0.0,MOVING
398,0.15947690915860244,0,0,9,10,0.0,MOVING
399,0.16025991753490545,0,0,9,10,0.0,MOVING
400,0.16105094527951636,0,0,9,10,0.0,MOVING
401,0.16184951023800254,0,0,8,10,0.0,MOVING
402,0.1626551030222918,0,0,8,10,0.0,MOVING
403,0.1634671868725477,0,0,8,10,0.0,MOVING
404,0.1642851977053027,0,0,8,10,0.0,MOVING
405,0.16510854435886047,0,0,8,10,0.0,MOVING
406,0.16593660904589375,0,0,8,10,0.0,MOVING
407,0.1667687480217749,0,0,7,10,0.0,MOVING
408,0.16760429247548544,0,0,7,8,0.0,MOVING
409,0.168442549647958,0,0,7,8,0.0,MOVING
410,0.16928280418043806,0,0,7,8,0.0,MOVING
411,0.170124319692923,0,0,7,8,0.0,MOVING
412,0.170966340589986,0,0,7,8,0.0,MOVING
413,0.1718080940883596,0,0,6,8,0.0,MOVING
414,0.1726487924575879,0,0,6,8,0.0,MOVING
415,0.1734876354619178,0,0,6,8,0.0,MOVING
416,0.17432381298844934,0,0,6,8,0.0,MOVING
417,0.1751565078434773,0,0,6,8,0.0,MOVING
418,0.17598489869599732,0,0,6,8,0.0,MOVING
419,0.17680816314459777,0,0,5,8,0.0,MOVING
420,0.17762548088148544,0,0,5,8,0.0,MOVING
421,0.17843603692526225,0,0,5,8,0.0,MOVING
422,0.17923902489235033,0,0,5,8,0.0,MOVING
423,0.18003365027570098,0,0,5,8,0.0,MOVING
424,0.1808191336986634,0,0,5,5,0.0,MOVING
425,0.18159471411166256,0,0,4,5,0.0,MOVING
426,0.18235965189965306,0,0,4,5,0.0,MOVING
427,0.1831132318691806,0,0,4,5,0.0,MOVING
428,0.18385476608527673,0,0,4,5,0.0,MOVING
429,0.1845835965303069,0,0,4,5,0.0,MOVING
430,0.18529909755923882,0,0,4,5,0.0,MOVING
431,0.18600067812854212,0,0,3,5,0.0,MOVING
432,0.18668778377899947,0,0,3,5,0.0,MOVING
433,0.18735989835602718,0,0,3,5,0.0,MOVING
434,0.18801654545458343,0,0,3,5,0.0,MOVING
435,0.18865728957929537,0,0,3,5,0.0,MOVING
436,0.18928173701397266,0,0,3,5,0.0,MOVING
437,0.18988953639810202,0,0,2,5,0.0,MOVING
438,0.19048037901114515,0,0,2,5,0.0,MOVING
439,0.19105399876840845,0,0,2,3,0.0,MOVING
440,0.19161017193482807,0,0,2,3,0.0,MOVING
441,0.19214871656514154,0,0,2,3,0.0,MOVING
442,0.19266949168051173,0,0,2,3,0.0,MOVING
443,0.19317239619264362,0,0,2,3,0.0,MOVING
444,0.19365736758669339,0,0,2,3,0.0,MOVING
445,0.19412438037368104,0,0,1,3,0.0,MOVING
446,0.19457344432153226,0,0,1,3,0.0,MOVING
447,0.19500460247105283,0,0,1,3,0.0,MOVING
448,0.19541792893875534,0,0,1,3,0.0,MOVING
449,0.19581352650201056,0,0,1,3,0.0,MOVING
450,0.19619152395271766,0,0,1,3,0.0,MOVING
451,0.19655207319238177,0,0,1,3,0.0,MOVING
452,0.19689534602222955,0,0,1,3,0.0,MOVING
453,0.19722153055365596,0,0,1,3,0.0,MOVING
454,0.19753082712162148,0,0,0,1,0.0,MOVING
455,0.19782344351753733,0,0,0,1,0.0,MOVING
456,0.1980995892524795,0,0,0,1,0.0,MOVING
457,0.19835946838608925,0,0,0,1,0.0,MOVING
458,0.1986032701523823,0,0,0,1,0.0,MOVING
459,0.1988311560594036,0,0,0,1,0.0,MOVING
460,0.19904324106689672,0,0,0,1,0.0,MOVING
461,0.1992395642110259,0,0,0,1,0.0,MOVING
462,0.19942003893190816,0,0,0,1,0.0,MOVING
463,0.19958436012154046,0,0,0,1,0.0,MOVING
464,0.19973180410958236,0,0,0,1,0.0,APPROACHING
465,0.19087606876768543,0,0,0,1,0.0,APPROACHING
466,0.1846193539830659,0,0,0,1,0.0,APPROACHING
467,0.17848260878735697,0,0,-1,1,0.0,APPROACHING
468,0.1724708683348023,0,0,-1,1,0.0,APPROACHING
469,0.16666014338641597,0,0,-1,1,0.0,APPROACHING
470,0.16104852274421863,0,0,-1,-1,0.0,APPROACHING
471,0.15563078264274685,0,0,-1,-1,0.0,APPROACHING
472,0.15040081407589462,0,0,-1,-1,0.0,APPROACHING
473,0.14535225748398978,0,0,-1,-1,0.0,APPROACHING
474,0.1404787514079182,0,0,-1,-1,0.0,APPROACHING
