TimeStep,Vel,Enc1,Enc2,SteerDegCmd,SteerDegMega,Stepper,State,X,Y,YawDeg,CurrentSeg,UturnActive,UturnDir
0,0.2,0,0,0,15.0,0.0,MOVING,0.52,0.5,0.0,0,False,
1,0.2,0,0,0,15.0,0.0,MOVING,0.54,0.5,0.0,0,False,
2,0.2,0,0,0,15.0,0.0,MOVING,0.56,0.5,0.0,0,False,
3,0.2,0,0,0,15.0,0.0,MOVING,0.5800000000000001,0.5,0.0,0,False,
4,0.2,0,0,0,15.0,0.0,MOVING,0.6000000000000001,0.5,0.0,0,False,
5,0.2,0,0,0,15.0,0.0,MOVING,0.6200000000000001,0.5,0.0,0,False,
6,0.2,0,0,0,15.0,0.0,MOVING,0.6400000000000001,0.5,0.0,0,False,
7,0.2,0,0,0,15.0,0.0,MOVING,0.6600000000000001,0.5,0.0,0,False,
8,0.2,0,0,0,15.0,0.0,MOVING,0.6800000000000002,0.5,0.0,0,False,
9,0.2,0,0,0,15.0,0.0,MOVING,0.7000000000000002,0.5,0.0,0,False,
10,0.2,0,0,0,15.0,0.0,MOVING,0.7200000000000002,0.5,0.0,0,False,
11,0.2,0,0,0,15.0,0.0,MOVING,0.7400000000000002,0.5,0.0,0,False,
12,0.2,0,0,0,15.0,0.0,MOVING,0.7600000000000002,0.5,0.0,0,False,
13,0.2,0,0,0,15.0,0.0,MOVING,0.7800000000000002,0.5,0.0,0,False,
14,0.2,0,0,0,15.0,0.0,MOVING,0.8000000000000003,0.5,0.0,0,False,
15,0.2,0,0,0,15.0,0.0,MOVING,0.8200000000000003,0.5,0.0,0,False,
16,0.2,0,0,0,15.0,0.0,MOVING,0.8400000000000003,0.5,0.0,0,False,
17,0.2,0,0,0,15.0,0.0,MOVING,0.8600000000000003,0.5,0.0,0,False,
18,0.2,0,0,0,15.0,0.0,MOVING,0.8800000000000003,0.5,0.0,0,False,
19,0.2,0,0,0,15.0,0.0,MOVING,0.9000000000000004,0.5,0.0,0,False,
20,0.2,-155141,140070,0,35,0.0,MOVING,0.9200000000000004,0.5,0.0,0,False,
21,0.2,-155616,140464,0,0,0.0,MOVING,0.9400000000000004,0.5,0.0,0,False,
22,0.2,-155616,140464,0,0,0.0,MOVING,0.9600000000000004,0.5,0.0,0,False,
23,0.2,-155616,140464,0,0,0.0,MOVING,0.9800000000000004,0.5,0.0,0,False,
24,0.2,-155616,140464,0,0,0.0,MOVING,1.0000000000000004,0.5,0.0,0,False,
25,0.2,-155616,140464,0,0,0.0,MOVING,1.0200000000000005,0.5,0.0,0,False,
26,0.2,-155616,140464,0,0,0.0,MOVING,1.0400000000000005,0.5,0.0,0,False,
27,0.2,-155616,140464,0,0,0.0,MOVING,1.0600000000000005,0.5,0.0,0,False,
28,0.2,-155616,140464,0,0,0.0,MOVING,1.0800000000000005,0.5,0.0,0,False,
29,0.2,-155616,140464,0,0,0.0,MOVING,1.1000000000000005,0.5,0.0,0,False,
30,0.2,-155616,140464,0,0,0.0,MOVING,1.1200000000000006,0.5,0.0,0,False,
31,0.2,-155616,140464,0,0,0.0,MOVING,1.1400000000000006,0.5,0.0,0,False,
32,0.2,-155616,140464,0,0,0.0,MOVING,1.1600000000000006,0.5,0.0,0,False,
33,0.2,-156685,141433,0,0,0.0,MOVING,1.1800000000000006,0.5,0.0,0,False,
34,0.2,-156685,141433,0,0,0.0,MOVING,1.2000000000000006,0.5,0.0,0,False,
35,0.2,-156685,141433,0,0,0.0,MOVING,1.2200000000000006,0.5,0.0,0,False,
36,0.2,-156685,141433,0,0,0.0,MOVING,1.2400000000000007,0.5,0.0,0,False,
37,0.2,-156685,141433,0,0,0.0,MOVING,1.2600000000000007,0.5,0.0,0,False,
38,0.2,-156685,141433,0,0,0.0,MOVING,1.2800000000000007,0.5,0.0,0,False,
39,0.2,-156685,141433,0,0,0.0,MOVING,1.3000000000000007,0.5,0.0,0,False,
40,0.2,-156685,141433,0,0,0.0,MOVING,1.3200000000000007,0.5,0.0,0,False,
41,0.2,-156685,141433,0,0,0.0,MOVING,1.3400000000000007,0.5,0.0,0,False,
42,0.2,-156685,141433,0,0,0.0,MOVING,1.3600000000000008,0.5,0.0,0,False,
43,0.2,-156685,141433,0,0,0.0,MOVING,1.3800000000000008,0.5,0.0,0,False,
44,0.2,-156685,141433,0,0,0.0,MOVING,1.4000000000000008,0.5,0.0,0,False,
45,0.2,-156685,141433,0,0,0.0,MOVING,1.4200000000000008,0.5,0.0,0,False,
46,0.2,-156685,141433,0,0,0.0,MOVING,1.4400000000000008,0.5,0.0,0,False,
47,0.2,-156685,141433,0,0,0.0,MOVING,1.4600000000000009,0.5,0.0,0,False,
48,0.2,-157759,142412,0,0,0.0,MOVING,1.4800000000000009,0.5,0.0,0,False,
49,0.2,-157759,142412,0,0,0.0,MOVING,1.5000000000000009,0.5,0.0,0,False,
50,0.2,-157759,142412,0,0,0.0,APPROACHING,1.520000000000001,0.5,0.0,0,False,
51,0.19333333333333308,-157759,142412,0,0,0.0,APPROACHING,1.539333333333334,0.5,0.0,0,False,
52,0.18688888888888866,-157759,142412,0,0,0.0,APPROACHING,1.558022222222223,0.5,0.0,0,False,
53,0.18065925925925902,-157759,142412,0,0,0.0,APPROACHING,1.576088148148149,0.5,0.0,0,False,
54,0.17463728395061706,-157759,142412,0,0,0.0,APPROACHING,1.5935518765432106,0.5,0.0,0,False,
55,0.16881604115226317,-157759,142412,0,0,0.0,APPROACHING,1.6104334806584368,0.5,0.0,0,False,
56,0.16318883978052112,-157759,142412,0,0,0.0,APPROACHING,1.626752364636489,0.5,0.0,0,False,
57,0.15774921178783707,-157759,142412,0,0,0.0,APPROACHING,1.6425272858152726,0.5,0.0,0,False,
58,0.1524909047282425,-157759,142412,0,0,0.0,APPROACHING,1.6577763762880968,0.5,0.0,0,False,
59,0.14740787457063442,-157759,142412,0,0,0.0,APPROACHING,1.6725171637451604,0.5,0.0,0,False,
60,0.14249427875161325,-157759,142412,0,0,0.0,APPROACHING,1.6867665916203216,0.5,0.0,0,False,
61,0.13774446945989283,-157759,142412,0,0,0.0,APPROACHING,1.700541038566311,0.5,0.0,0,False,
62,0.13315298714456308,-157759,142412,0,0,0.0,APPROACHING,1.7138563372807671,0.5,0.0,0,False,
63,0.12871455423974432,-157759,142412,0,0,0.0,APPROACHING,1.7267277927047415,0.5,0.0,0,False,
64,0.12442406909841952,-158783,143324,0,0,0.0,APPROACHING,1.7391701996145834,0.5,0.0,0,False,
65,0.12027660012847224,-158783,143324,0,0,0.0,APPROACHING,1.7511978596274307,0.5,0.0,0,False,
66,0.1162673801241898,-158783,143324,0,0,0.0,APPROACHING,1.7628245976398498,0.5,0.0,0,False,
67,0.11239180078671679,-158783,143324,0,0,0.0,APPROACHING,1.7740637777185215,0.5,0.0,0,False,
68,0.10864540742715954,-158783,143324,0,0,0.0,APPROACHING,1.7849283184612375,0.5,0.0,0,False,
69,0.10502389384625421,-158783,143324,0,0,0.0,APPROACHING,1.795430707845863,0.5,0.0,0,False,
70,0.10152309738471242,-158783,143324,0,0,0.0,APPROACHING,1.8055830175843341,0.5,0.0,0,False,
71,0.09813899413855531,-158783,143324,0,0,0.0,APPROACHING,1.8153969169981896,0.5,0.0,0,False,
